assembly_id	split	region	count
Arabidopsis_thaliana_GCA_904420315.1	train	mrna	1389
Arabidopsis_thaliana_GCA_978657495.1	train	background	545
Arabidopsis_thaliana_GCA_978657495.1	train	cds	145408
Arabidopsis_thaliana_GCA_978657495.1	train	exon	84223
Arabidopsis_thaliana_GCA_978657495.1	train	gene	44606
Arabidopsis_thaliana_GCA_978657495.1	train	intron	129481
Arabidopsis_thaliana_GCA_978657495.1	train	mrna	3295
Arabidopsis_thaliana_GCA_978657495.1	train	transcript	6
Arabidopsis_thaliana_GCF_000001735.4	test	background	451
Arabidopsis_thaliana_GCF_000001735.4	test	cds	156557
Arabidopsis_thaliana_GCF_000001735.4	test	exon	96585
Arabidopsis_thaliana_GCF_000001735.4	test	five_prime_utr	23
Arabidopsis_thaliana_GCF_000001735.4	test	gene	23091
Arabidopsis_thaliana_GCF_000001735.4	test	intron	134625
Arabidopsis_thaliana_GCF_000001735.4	test	mrna	17797
Arabidopsis_thaliana_GCF_000001735.4	test	three_prime_utr	21
Arabidopsis_thaliana_GCF_000001735.4	test	transcript	510
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	background	1032
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	cds	291282
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	exon	73879
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	gene	42730
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	intron	242396
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	mrna	1731
Arabis_alpina_GCA_000733195.1	train	background	1144
Arabis_alpina_GCA_000733195.1	train	cds	103282
Arabis_alpina_GCA_000733195.1	train	exon	33592
Arabis_alpina_GCA_000733195.1	train	gene	23546
Arabis_alpina_GCA_000733195.1	train	intron	83188
Arabis_alpina_GCA_000733195.1	train	mrna	715
Arabis_caerulea_GCA_964264145.1	validation	background	1535
Arabis_caerulea_GCA_964264145.1	validation	cds	161619
Arabis_caerulea_GCA_964264145.1	validation	exon	26721
Arabis_ciliata_GCA_964264135.1	train	background	1524
Arabis_ciliata_GCA_964264135.1	train	cds	158253
Arabis_ciliata_GCA_964264135.1	train	exon	25329
Brassica_carinata_GCA_016771965.1	train	background	4074
Brassica_carinata_GCA_016771965.1	train	cds	431648
Brassica_carinata_GCA_016771965.1	train	gene	70717
Brassica_carinata_GCA_016771965.1	train	intron	337344
Brassica_carinata_GCA_040550855.1	validation	background	4309
Brassica_carinata_GCA_040550855.1	validation	cds	471843
Brassica_carinata_GCA_040550855.1	validation	gene	85431
Brassica_carinata_GCA_040550855.1	validation	intron	368644
Brassica_carinata_GCA_040550855.1	validation	mrna	43082
Brassica_carinata_GCA_040584065.1	train	background	4072
Brassica_carinata_GCA_040584065.1	train	cds	472719
Brassica_carinata_GCA_040584065.1	train	gene	85801
Brassica_carinata_GCA_040584065.1	train	intron	370712
Brassica_carinata_GCA_040584065.1	train	mrna	45041
Brassica_cretica_GCA_003260635.2	train	background	770
Brassica_cretica_GCA_003260635.2	train	cds	175664
Brassica_cretica_GCA_003260635.2	train	exon	895
Brassica_cretica_GCA_003260635.2	train	gene	33807
Brassica_cretica_GCA_003260635.2	train	intron	130366
Brassica_cretica_GCA_003260635.2	train	mrna	1
Brassica_cretica_GCA_003260655.2	train	background	1227
Brassica_cretica_GCA_003260655.2	train	cds	250177
Brassica_cretica_GCA_003260655.2	train	exon	1099
Brassica_cretica_GCA_003260655.2	train	gene	46821
Brassica_cretica_GCA_003260655.2	train	intron	187745
Brassica_cretica_GCA_003260675.2	validation	background	1067
Brassica_cretica_GCA_003260675.2	validation	cds	239769
Brassica_cretica_GCA_003260675.2	validation	exon	1395
Brassica_cretica_GCA_003260675.2	validation	gene	45911
Brassica_cretica_GCA_003260675.2	validation	intron	177936
Brassica_cretica_GCA_003260695.2	train	background	752
Brassica_cretica_GCA_003260695.2	train	cds	173479
Brassica_cretica_GCA_003260695.2	train	exon	878
Brassica_cretica_GCA_003260695.2	train	gene	33248
Brassica_cretica_GCA_003260695.2	train	intron	129193
Brassica_napus_GCA_000751015.1	test	background	1850
Brassica_napus_GCA_000751015.1	test	cds	97943
Brassica_napus_GCA_000751015.1	test	exon	16522
Brassica_napus_GCA_000751015.1	test	five_prime_utr	9005
Brassica_napus_GCA_000751015.1	test	three_prime_utr	8931
Brassica_napus_GCA_020379485.1	train	background	5065
Brassica_napus_GCA_020379485.1	train	cds	554850
Brassica_napus_GCA_020379485.1	train	exon	24561
Brassica_napus_GCA_020379485.1	train	gene	85010
Brassica_napus_GCA_020379485.1	train	intron	467523
Brassica_napus_GCA_038677285.1	train	background	3839
Brassica_napus_GCA_038677285.1	train	cds	546499
Brassica_napus_GCA_038677285.1	train	exon	110870
Brassica_napus_GCA_038677285.1	train	gene	104341
Brassica_napus_GCA_038677285.1	train	intron	440571
Brassica_napus_GCA_905183035.1	train	background	3513
Brassica_napus_GCA_905183035.1	train	cds	490716
Brassica_napus_GCA_905183035.1	train	exon	96163
Brassica_napus_GCA_905183035.1	train	five_prime_utr	51412
Brassica_napus_GCA_905183035.1	train	three_prime_utr	52665
Brassica_napus_GCA_982223935.1	train	background	3239
Brassica_napus_GCA_982223935.1	train	cds	414043
Brassica_napus_GCA_982223935.1	train	exon	75754
Brassica_napus_GCA_982223935.1	train	five_prime_utr	14799
Brassica_napus_GCA_982223935.1	train	three_prime_utr	15404
Brassica_napus_GCF_000686985.2	train	background	3948
Brassica_napus_GCF_000686985.2	train	cds	471993
Brassica_napus_GCF_000686985.2	train	exon	277321
Brassica_napus_GCF_000686985.2	train	gene	84106
Brassica_napus_GCF_000686985.2	train	intron	408606
Brassica_napus_GCF_000686985.2	train	mrna	17171
Brassica_napus_GCF_000686985.2	train	transcript	1559
Brassica_napus_GCF_020379485.1	validation	background	5067
Brassica_napus_GCF_020379485.1	validation	cds	447814
Brassica_napus_GCF_020379485.1	validation	exon	276973
Brassica_napus_GCF_020379485.1	validation	gene	79194
Brassica_napus_GCF_020379485.1	validation	intron	392257
Brassica_napus_GCF_020379485.1	validation	mrna	19487
Brassica_napus_GCF_020379485.1	validation	transcript	2119
Brassica_oleracea_GCA_965638055.1	validation	background	2524
Brassica_oleracea_GCA_965638055.1	validation	cds	305767
Brassica_oleracea_GCA_965638055.1	validation	exon	58078
Brassica_oleracea_GCA_965638055.1	validation	five_prime_utr	12719
Brassica_oleracea_GCA_965638055.1	validation	three_prime_utr	12983
Brassica_oleracea_GCA_965638065.1	train	background	2162
Brassica_oleracea_GCA_965638065.1	train	cds	279945
Brassica_oleracea_GCA_965638065.1	train	exon	55029
Brassica_oleracea_GCA_965638065.1	train	five_prime_utr	35999
Brassica_oleracea_GCA_965638065.1	train	three_prime_utr	36157
Brassica_oleracea_GCA_965641685.1	train	background	2204
Brassica_oleracea_GCA_965641685.1	train	cds	288497
Brassica_oleracea_GCA_965641685.1	train	exon	56545
Brassica_oleracea_GCA_965641685.1	train	five_prime_utr	35909
Brassica_oleracea_GCA_965641685.1	train	three_prime_utr	35670
Brassica_oleracea_GCF_000695525.1	train	background	1829
Brassica_oleracea_GCF_000695525.1	train	cds	219677
Brassica_oleracea_GCF_000695525.1	train	exon	125934
Brassica_oleracea_GCF_000695525.1	train	gene	38385
Brassica_oleracea_GCF_000695525.1	train	intron	191488
Brassica_oleracea_GCF_000695525.1	train	mrna	7294
Brassica_oleracea_GCF_000695525.1	train	transcript	712
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	background	2204
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	cds	288497
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	exon	56545
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	five_prime_utr	35909
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	three_prime_utr	35670
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	background	1829
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	cds	219677
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	exon	125934
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	gene	38385
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	intron	191488
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	mrna	7294
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	transcript	712
Brassica_rapa_GCA_003434825.1	train	background	3
Brassica_rapa_GCA_003434825.1	train	cds	65
Brassica_rapa_GCA_003434825.1	train	gene	8
Brassica_rapa_GCA_003434825.1	train	intron	46
Brassica_rapa_GCA_017639395.1	train	background	1292
Brassica_rapa_GCA_017639395.1	train	cds	244994
Brassica_rapa_GCA_017639395.1	train	five_prime_utr	23396
Brassica_rapa_GCA_017639395.1	train	gene	38837
Brassica_rapa_GCA_017639395.1	train	intron	202172
Brassica_rapa_GCA_017639395.1	train	mrna	22468
Brassica_rapa_GCA_017639395.1	train	three_prime_utr	24103
Brassica_rapa_GCA_900412535.3	train	background	1802
Brassica_rapa_GCA_900412535.3	train	cds	239374
Brassica_rapa_GCA_900412535.3	train	exon	42364
Brassica_rapa_GCA_900412535.3	train	five_prime_utr	7169
Brassica_rapa_GCA_900412535.3	train	three_prime_utr	7908
Brassica_rapa_GCA_965641675.1	validation	background	1420
Brassica_rapa_GCA_965641675.1	validation	cds	238917
Brassica_rapa_GCA_965641675.1	validation	exon	44020
Brassica_rapa_GCA_965641675.1	validation	five_prime_utr	32206
Brassica_rapa_GCA_965641675.1	validation	three_prime_utr	32231
Brassica_rapa_GCA_965641695.1	train	background	1575
Brassica_rapa_GCA_965641695.1	train	cds	248083
Brassica_rapa_GCA_965641695.1	train	exon	45286
Brassica_rapa_GCA_965641695.1	train	five_prime_utr	29609
Brassica_rapa_GCA_965641695.1	train	three_prime_utr	29767
Brassica_rapa_GCF_000309985.2	train	background	1870
Brassica_rapa_GCF_000309985.2	train	cds	220091
Brassica_rapa_GCF_000309985.2	train	exon	132474
Brassica_rapa_GCF_000309985.2	train	gene	38261
Brassica_rapa_GCF_000309985.2	train	intron	197940
Brassica_rapa_GCF_000309985.2	train	mrna	12878
Brassica_rapa_GCF_000309985.2	train	transcript	1185
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	background	1575
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	cds	248083
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	exon	45286
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	five_prime_utr	29609
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	three_prime_utr	29767
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	background	1374
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	cds	244994
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	five_prime_utr	23396
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	gene	38837
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	intron	202172
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	mrna	22468
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	three_prime_utr	24103
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	background	1436
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	cds	238917
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	exon	44020
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	five_prime_utr	32206
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	three_prime_utr	32231
Camelina_sativa_GCF_000633955.1	test	background	2373
Camelina_sativa_GCF_000633955.1	test	cds	435415
Camelina_sativa_GCF_000633955.1	test	exon	241538
Camelina_sativa_GCF_000633955.1	test	gene	72134
Camelina_sativa_GCF_000633955.1	test	intron	380273
Camelina_sativa_GCF_000633955.1	test	mrna	14727
Camelina_sativa_GCF_000633955.1	test	transcript	990
Capsella_rubella_GCA_000375325.1	train	background	494
Capsella_rubella_GCA_000375325.1	train	cds	138044
Capsella_rubella_GCA_000375325.1	train	exon	30778
Capsella_rubella_GCA_000375325.1	train	gene	20999
Capsella_rubella_GCA_000375325.1	train	intron	115862
Capsella_rubella_GCA_000375325.1	train	mrna	1006
Capsella_rubella_GCF_000375325.1	train	background	494
Capsella_rubella_GCF_000375325.1	train	cds	144980
Capsella_rubella_GCF_000375325.1	train	exon	63917
Capsella_rubella_GCF_000375325.1	train	gene	22379
Capsella_rubella_GCF_000375325.1	train	intron	127098
Capsella_rubella_GCF_000375325.1	train	mrna	4394
Capsella_rubella_GCF_000375325.1	train	transcript	196
Cardamine_amara_subsp._amara_GCA_040955855.1	train	background	667
Cardamine_amara_subsp._amara_GCA_040955855.1	train	cds	153932
Cardamine_amara_subsp._amara_GCA_040955855.1	train	gene	21609
Cardamine_amara_subsp._amara_GCA_040955855.1	train	intron	120051
Cardamine_amara_subsp._amara_GCA_040955855.1	train	mrna	78
Cardamine_amara_subsp._amara_GCA_056512305.1	train	background	812
Cardamine_amara_subsp._amara_GCA_056512305.1	train	cds	145656
Cardamine_amara_subsp._amara_GCA_056512305.1	train	exon	38630
Cardamine_amara_subsp._amara_GCA_056512305.1	train	gene	20179
Cardamine_amara_subsp._amara_GCA_056512305.1	train	intron	116891
Cardamine_amara_subsp._amara_GCA_056512305.1	train	mrna	1531
Cardamine_amara_subsp._amara_GCA_056512385.1	train	background	810
Cardamine_amara_subsp._amara_GCA_056512385.1	train	cds	147754
Cardamine_amara_subsp._amara_GCA_056512385.1	train	exon	43416
Cardamine_amara_subsp._amara_GCA_056512385.1	train	gene	20402
Cardamine_amara_subsp._amara_GCA_056512385.1	train	intron	118332
Cardamine_amara_subsp._amara_GCA_056512385.1	train	mrna	1752
Cardamine_hirsuta_GCA_964263975.1	test	background	881
Cardamine_hirsuta_GCA_964263975.1	test	cds	146936
Cardamine_hirsuta_GCA_964263975.1	test	exon	22957
Cardamine_resedifolia_GCA_964263995.1	train	background	962
Cardamine_resedifolia_GCA_964263995.1	train	cds	143980
Cardamine_resedifolia_GCA_964263995.1	train	exon	22319
Noccaea_brachypetala_GCA_964264125.1	train	background	1063
Noccaea_brachypetala_GCA_964264125.1	train	cds	162019
Noccaea_brachypetala_GCA_964264125.1	train	exon	25783
Noccaea_rotundifolia_GCA_964264115.1	train	background	1919
Noccaea_rotundifolia_GCA_964264115.1	train	cds	174642
Noccaea_rotundifolia_GCA_964264115.1	train	exon	28544
Sinapis_alba_GCA_012274485.2	test	background	2332
Sinapis_alba_GCA_012274485.2	test	cds	186313
Sinapis_alba_GCA_012274485.2	test	exon	51534
Sinapis_alba_GCA_012274485.2	test	gene	29036
Sinapis_alba_GCA_012274485.2	test	intron	154290
Sinapis_alba_GCA_012274485.2	test	mrna	611
Thlaspi_arvense_GCA_055878665.1	train	background	1743
Thlaspi_arvense_GCA_055878665.1	train	cds	151813
Thlaspi_arvense_GCA_055878665.1	train	exon	72147
Thlaspi_arvense_GCA_055878665.1	train	gene	22294
Thlaspi_arvense_GCA_055878665.1	train	intron	127820
Thlaspi_arvense_GCA_055878665.1	train	mrna	12874
Thlaspi_arvense_GCA_055878685.1	train	background	1744
Thlaspi_arvense_GCA_055878685.1	train	cds	155190
Thlaspi_arvense_GCA_055878685.1	train	exon	78499
Thlaspi_arvense_GCA_055878685.1	train	gene	22214
Thlaspi_arvense_GCA_055878685.1	train	intron	128134
Thlaspi_arvense_GCA_055878685.1	train	mrna	17313
Thlaspi_arvense_GCA_056507885.1	train	background	1756
Thlaspi_arvense_GCA_056507885.1	train	cds	149967
Thlaspi_arvense_GCA_056507885.1	train	exon	68088
Thlaspi_arvense_GCA_056507885.1	train	gene	22091
Thlaspi_arvense_GCA_056507885.1	train	intron	126127
Thlaspi_arvense_GCA_056507885.1	train	mrna	11891
Thlaspi_arvense_GCA_056507925.1	train	background	1770
Thlaspi_arvense_GCA_056507925.1	train	cds	150055
Thlaspi_arvense_GCA_056507925.1	train	exon	68831
Thlaspi_arvense_GCA_056507925.1	train	gene	22049
Thlaspi_arvense_GCA_056507925.1	train	intron	127411
Thlaspi_arvense_GCA_056507925.1	train	mrna	12390
Thlaspi_arvense_GCA_056507965.1	train	background	1763
Thlaspi_arvense_GCA_056507965.1	train	cds	151511
Thlaspi_arvense_GCA_056507965.1	train	exon	72000
Thlaspi_arvense_GCA_056507965.1	train	gene	22120
Thlaspi_arvense_GCA_056507965.1	train	intron	126779
Thlaspi_arvense_GCA_056507965.1	train	mrna	13591
Thlaspi_arvense_GCA_056507985.1	train	background	1738
Thlaspi_arvense_GCA_056507985.1	train	cds	153625
Thlaspi_arvense_GCA_056507985.1	train	exon	74781
Thlaspi_arvense_GCA_056507985.1	train	gene	21853
Thlaspi_arvense_GCA_056507985.1	train	intron	126339
Thlaspi_arvense_GCA_056507985.1	train	mrna	17170
Thlaspi_arvense_GCA_056508005.1	train	background	1783
Thlaspi_arvense_GCA_056508005.1	train	cds	155138
Thlaspi_arvense_GCA_056508005.1	train	exon	76861
Thlaspi_arvense_GCA_056508005.1	train	gene	22319
Thlaspi_arvense_GCA_056508005.1	train	intron	127022
Thlaspi_arvense_GCA_056508005.1	train	mrna	15703
Thlaspi_arvense_GCA_911865555.2	train	background	2536
Thlaspi_arvense_GCA_911865555.2	train	cds	148868
Thlaspi_arvense_GCA_911865555.2	train	exon	24283
Thlaspi_arvense_GCA_911865555.2	train	gene	22110
Thlaspi_arvense_GCA_911865555.2	train	intron	129011
